timestamp;MAC;subcarrier;amplitude;phase;RSSI;frame_control
2024-06-29 07:53:47:825598;e4:be:ed:7b:2f:79;61;629.6729309729;1.7270679528;-79.0000000000;148
2024-06-29 07:53:47:825598;e4:be:ed:7b:2f:79;62;561.3929105359;0.0374156855;-79.0000000000;148
2024-06-29 07:53:47:825598;e4:be:ed:7b:2f:79;63;324.5704854111;-1.9198305575;-79.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;0;3252.5782081297;2.8730485766;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;1;249.8159322381;1.0605874125;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;2;379.6867129621;0.4671811632;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;3;421.5269860875;0.2444032892;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;4;467.6686861444;0.0534821398;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;5;463.4878639188;-0.2418389560;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;6;423.5197752172;-0.4573118965;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;7;384.0377585603;-0.5569432307;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;8;321.7203754816;-0.6708574666;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;9;308.0584360150;-0.6980632847;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;10;310.0000000000;-0.6435011088;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;11;352.6655639554;-0.6627840276;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;12;398.1770962775;-0.7658624607;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;13;454.4931242604;-0.9070515049;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;14;503.8491837842;-1.1408836944;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;15;513.4374353317;-1.3688171474;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;16;513.4374353317;-1.3688171474;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;17;489.1472171034;-1.8440412690;-78.0000000000;148
2024-06-29 07:53:47:877829;e4:be:ed:7b:2f:79;18;448.2878539510;-1.9815462769;-78.0000000000;148
