14:00:02:016627,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,324.445681124,538.2731648522,648.4635687531,728.4373686186,753.9389895741,690.374536031,736.9409745699,529.1880573104,535.0186912623,531.6483800408,474.0812166707,434.3731115067,410.6007793466,430.0813876466,433.8029506585,400.4722212589,352.0127838588,358.2401429209,408.3748278237,457.1214280692,491.415302977,530.3300858899,553.6244214267,572.1887800368,595.6248819517,561.6137462705,498.9639265518,11265.0,39086.9750172612,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,612.4320370457,650.4867408334,708.4271310445,734.229528145,749.9233294144,766.2356034537,729.5587707649,693.8357154255,715.0671297158,664.208551586,631.4847583275,549.4742942122,499.2524411558,462.2001730852,374.5423874543,308.384500259,211.0923968313,141.4213562373,104.2784733298,106.3014581273,150.8409758653,206.4000968992,268.0783467571,343.4603324985,405.3899357409,418.3897704294,336.0059523282,260.1691757299,-1.4125473572,-1.518375261,-1.8784467581,-2.037892198,-2.3086113869,-2.6102720833,-2.8642878212,-2.8653433179,-3.0317701568,-3.0798733888,3.0417368403,2.8351844577,2.6264442336,2.496143179,2.2705955898,2.0292893423,1.764274179,1.5793188477,1.4589060606,1.2955239037,0.9973558006,0.5575207998,0.5016040542,0.2931868966,0.0874953408,-0.1891639381,-0.4994888277,-0.6988439755,0.0,-2.153349393,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-1.6083603479,-1.8881716053,-2.2230493296,-2.5687003469,-2.8396623629,-3.1167935611,2.9484981425,2.7760744474,2.5663899716,2.3828122703,2.2608712143,2.1461797113,2.1493547667,2.1041658511,2.0690776323,2.0750601931,2.0429183092,2.3561944902,2.7165524607,-2.9331274352,-2.8177456662,2.8919136726,-2.6395665695,-2.676642962,-2.7519248287,-2.8879185575,-2.8518462337,2.564250627
14:00:05:597517,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,804.0323376581,775.4411647572,782.780301234,782.6525410423,781.2208394558,783.3039001563,761.8825368782,754.5926053176,713.0673180002,691.5634461132,645.8614402486,610.4064219846,600.7237301789,634.0804365378,630.9247181717,668.0628712928,676.6779145206,652.7633568147,621.534391647,600.4906327329,604.0033112492,571.0919365566,567.1155085166,561.0436703145,529.0009451787,591.8656942246,582.927954382,28673.9285763217,37524.175460628,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,521.6100075727,497.9256972682,615.1113720295,560.8645112681,651.0069124057,643.6746072357,686.8900931008,646.309523371,689.5135966752,768.3384670834,733.3437120478,773.4002844582,775.8260114227,802.2399890307,823.1949951257,864.1666505947,875.3844869542,873.9090341677,894.9469258006,885.6212508742,895.8682938915,899.2185496307,845.3401682163,854.0989404044,861.570658739,896.4652809786,862.0284218052,815.8118655671,-1.4125473572,1.0615233876,0.2568642467,-0.443650275,-1.1157199365,-1.8098762691,-2.5404888167,2.9887437443,2.2792788588,1.5160757288,0.779263271,0.0759406363,-0.638913985,-1.3815625185,-2.069010261,-2.8539311954,2.6283877988,1.8125491947,1.0193420669,0.2090706368,-0.5561280053,-1.2542813267,-2.1136182248,-2.8812174313,2.5105686157,1.5726866837,0.5894084133,-0.3907003534,-1.1670127306,-2.0867163046,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-0.9556727152,-1.9688316804,-3.0259085448,2.3347601945,1.5754045891,0.6142896505,-0.1064771812,-1.173624826,-1.7900945002,-2.6092086946,2.8254479051,1.9719529861,1.1527028701,0.3899968329,-0.3847923874,-1.125780102,-1.9048295005,-2.7245301685,2.812775079,2.0167690089,1.2949498981,0.504938214,-0.1639818168,-0.9425165248,-1.6311879169,-2.4335713421,-3.1334721824,2.4926981183
14:00:06:780868,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,708.6113180016,717.3234974543,742.2021288032,758.4747853423,782.6576518504,802.0654586753,818.5316120957,842.0290968844,858.0075757241,860.0430221797,861.7940589259,864.0167822444,857.5389203995,855.2292090428,840.2118780403,823.7718130648,795.3690967092,783.2815585727,752.4553142878,749.2462879454,749.2462879454,691.0817607201,671.9233587248,652.9195968877,643.8540207221,587.8783887846,569.8991138789,13780.9713736006,34081.7614568261,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,267.1516423307,269.1356535281,267.8077668777,284.8719010362,270.5198698802,276.9259828907,280.3034070432,288.5168972521,303.6988640084,311.8493225903,324.8261073251,340.1235069795,358.5219658543,377.5725095925,402.9143829649,424.745806336,449.3217110267,463.8156961553,488.4147827411,506.013833803,532.6631205556,547.7928440569,568.2851396966,585.683361553,603.60997341,622.097259277,639.0907603776,668.3569405639,-1.4125473572,-0.7694314565,-0.8890883734,-0.9887727252,-1.1059694731,-1.2090347876,-1.325212886,-1.4544726795,-1.5791096745,-1.7158250672,-1.8572414693,-2.0017453142,-2.1459585446,-2.3025712972,-2.4597298449,-2.6236275249,-2.7921993726,-2.9723100601,3.114779158,2.9136980793,2.6988375266,2.6988375266,2.2516388882,1.966503302,1.6936315657,1.3484211984,0.9436258519,0.5461371629,0.7325238459,-1.8627027817,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-0.9609903253,-1.3952631723,-1.7967555445,-2.2367655642,-2.6233635496,-2.9526954727,3.0451188784,2.791341047,2.555416532,2.2881180319,2.0647376957,1.838595564,1.6629713644,1.453997036,1.2631735608,1.0671279484,0.8894513791,0.7320138199,0.5857311708,0.434478166,0.2991890626,0.157645817,0.0316795388,-0.0957610951,-0.2204658891,-0.3375092904,-0.4552503256,-0.5494005264
14:00:06:887583,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,693.1933352247,760.7956361599,763.6871087036,722.6043177286,790.9317290386,762.5988460521,702.7268317063,756.0224864381,706.4630209714,697.1635389204,660.2696418888,651.0491532903,639.2808459511,585.1709152034,574.5720146335,489.7039922239,471.9205441597,506.0405122122,503.2385120398,524.2232348914,480.0468727114,489.3689814445,456.8435180672,440.8446438373,421.0142515403,480.7546151625,379.9539445775,17833.2759749856,37651.1277918736,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,557.8073144017,536.1277832756,613.3726436678,714.5474092039,493.9574880493,535.9645510666,532.5607946517,506.435583268,644.4447222222,609.6195534922,823.983616342,666.2326920829,439.829512425,661.3115755829,607.8963727479,764.4553616791,719.5387411391,858.3018117189,925.0394586178,571.428035714,548.5471720828,630.765408056,849.0524129876,740.7057445437,580.2111684551,653.5786104211,750.6483863967,748.7302585044,-1.4125473572,-2.8878668378,2.1197818935,0.779842665,-0.5553721005,-1.8817516188,3.0444031192,1.7092721832,0.3468498849,-0.9706231424,-2.3125673678,2.6006536728,1.3097981698,-0.1286234979,-1.5075247295,-2.9008351558,2.0298777575,0.7509290624,-0.6126686526,-1.9472436856,2.9165095602,1.4580687152,-0.0388352704,-1.4809291465,-3.0279294294,1.7089984033,0.1798534998,-1.3532692588,0.8870000726,-2.0926306066,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-0.0538079738,-1.9793618658,2.8962185773,1.0150155769,-0.7453050467,-2.0836939688,2.8560710412,1.6122744998,0.4580959658,-1.1482415779,-2.2935080286,2.488184934,1.0756230521,-0.3681509261,-1.5164840606,-2.4860565424,1.8380235097,0.3335407229,-0.9699008844,-2.3388694911,2.7089302307,1.0823311192,0.0695452781,-1.3281097356,-2.8640032217,2.3031565213,1.0827197287,-0.384722622
14:00:06:888898,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,670.3290236891,662.978883525,659.0849717601,677.6208379322,683.3952004514,655.4769256046,666.9730129473,654.0068806977,663.1779550015,627.8733948815,597.9782604744,610.6791301494,591.027072138,550.6623284736,526.6773205673,524.4806955456,496.2025795983,464.6730033045,446.2118331017,433.8905391916,423.3875293393,415.6549049392,397.1347378409,385.8497116754,354.7393409251,332.6649966558,317.5358247505,27035.2091170015,37779.3882427972,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,563.3205126746,560.4721224111,522.360986292,456.9912471809,456.9912471809,502.6728558416,359.2436499091,382.2276808396,356.7968609727,361.1384775955,392.9376540878,462.0097401571,615.6208248589,779.1700712938,800.039999,689.6093096819,686.1115069724,672.0193449597,581.0559353453,538.042749231,607.5236620906,597.5491611575,566.460060375,650.4959646301,728.7228554121,660.7783289425,618.8093405888,819.0122099212,-1.4125473572,0.0313330257,-0.6667316906,-1.2831180349,-1.9439035515,-2.5572426312,-3.1034432327,2.4251603927,1.8591775598,1.2037307532,0.5477944007,-0.1291257528,-0.7471780824,-1.3524944207,-2.011702122,-2.731465313,2.8753406044,2.2175219307,1.5169690627,0.7964912107,0.1154930196,-0.5027397341,-1.2954708824,-2.0412005897,-2.8362340735,2.6224465393,1.7858787214,0.8812999381,1.1409667973,-2.098504955,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,0.6772360854,0.041048358,-0.455942282,-1.3412092294,-1.3412092294,3.0898460619,2.2298863731,1.7363751117,0.5615701919,-0.027693749,-0.669971503,-1.2469923872,-1.8303523655,-2.4598363925,3.1315929869,2.262749612,1.461265775,0.9823810118,0.4428653821,-0.2805973318,-0.8564568513,-1.4987734693,-1.9109702571,-2.7570897234,2.8549991226,2.3240856149,1.782453994,1.0465010834
14:00:06:889426,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,355.5980877339,526.1302120198,605.0826389841,674.5146403155,705.5097447945,720.7364289392,678.160010617,730.5402110767,694.9395657178,682.3349617307,680.6496896348,634.5533862489,631.2685640835,601.6311162166,558.2006807592,571.6957232654,553.3904588986,529.1597112404,526.2822436678,487.3694697045,446.0325100259,468.9232346557,434.4951092935,406.1329831471,394.9202451129,324.4595506377,317.5027558936,11265.0,37739.1671344241,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,472.4595220757,408.1678576272,473.1278896873,438.8268451223,410.0987685912,482.4945595548,366.972751032,534.1348144429,458.0327499208,467.779862756,485.0041236938,566.0953983208,659.3580211084,508.5233524628,650.4152519737,604.9876031788,661.7990631604,792.6695402247,560.4319762469,685.4115551988,668.8796603276,638.2546513736,731.1361022409,654.660217212,615.2373525722,594.0319856708,463.2116147076,323.4470590375,-1.4125473572,1.409808513,-0.4355937465,-2.0314875512,2.8883437727,1.4457380975,-0.0694292543,-1.4599762657,-2.9487608204,1.9157561858,0.5115112871,-0.9925733626,-2.4119402448,2.4346845928,1.0372182249,-0.3818370483,-1.8471738354,2.967234492,1.5462266028,0.1276545348,-1.364145498,-2.8900887976,1.9647672367,0.4296751027,-1.0895293959,-2.6654881578,1.9003439941,0.3137825955,0.0,-2.0966735131,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-1.900578837,2.7679105563,1.2637505948,0.0912788267,-1.9875351412,3.0398617231,1.4670604516,0.0224681286,-1.0064113783,3.0838410987,1.7742573197,0.5173932677,-1.0847643975,-2.4760652099,2.1280918619,0.7245833182,-0.7212464839,-2.1322038723,2.6348407696,1.184871417,-0.0928255579,-1.508084319,-2.9377594144,1.8780551421,0.3901649962,-0.9552434795,-2.4678631743,2.0081705914
14:00:06:889783,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,365.5803605228,516.1172347442,611.4981602589,704.4799500341,674.3367111466,697.4331509184,715.0027971973,687.5725416274,709.294015201,651.9202405203,632.3962365479,615.3844326923,601.1472365403,615.6955416438,608.9499158387,574.7112318373,556.8357028783,530.5327511097,521.7278984298,489.273951892,434.2349594402,476.7147994346,480.205164487,437.3854135657,415.2264442446,359.6109008359,335.9315406448,11265.0,37739.1671344241,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,397.8253385595,349.6069221283,370.6561749115,311.8348922106,486.1481255749,435.6007346183,425.4609265256,561.3590651268,333.0960822345,516.9535762523,410.0987685912,524.2842740346,630.7852249379,611.3591415854,656.1539453512,511.1408807755,813.6737675506,469.5955706776,799.7512113151,474.8936723099,789.9145523409,670.8539334311,591.4727381714,698.0236385682,606.4099273594,612.2850643287,513.5172830587,345.2100809652,-1.4125473572,-0.7912008062,-2.2670230663,2.7577458698,1.6077113675,0.4298184494,-0.7336677074,-1.7893135736,-3.0396085204,2.1412019983,1.0040671093,-0.0870808044,-1.2449347986,-2.3373731835,2.8193284886,1.6266591971,0.5049014486,-0.6144040411,-1.7278881596,-2.9291606331,2.1480283718,1.028797049,-0.2958770992,-1.4999339658,-2.7793432711,2.2692348636,0.919508946,-0.3876925442,0.0,-2.0966735131,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,0.3623011057,-0.9335880411,-2.3829056929,2.3539269204,1.151318865,-0.2505465343,-0.9103715871,-2.5565544682,-3.1175732498,1.1651425391,0.4680096315,-0.9452253833,-1.6804031282,-3.0367157149,2.1101703491,0.9507742686,-0.1281659517,-1.4469695942,-2.3986468453,2.8904853644,1.6189213702,0.3996070439,-0.818878471,-1.8748776735,-3.0209193769,1.9789049152,0.8101864734,-0.8140788214
14:00:06:890866,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,385.2116301463,544.885309033,631.1449912659,675.9563595381,689.3765299167,683.70315196,701.0884394996,687.1768331369,673.8916826909,666.3370018242,649.8876826037,628.1225994979,603.8021199035,599.4038705247,585.5774927369,571.9379336956,564.2951355452,539.6758286231,517.5190817738,497.8453575158,455.706045604,470.6081172271,456.3255416915,433.1293109454,400.6794229805,353.2095695193,289.830985231,11265.0,37868.3192127668,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,402.2747817102,424.8870438128,427.1814602719,413.8067181668,428.0864398693,476.4252302303,483.4232100344,532.7222540874,506.2114182829,527.0768444923,506.8027229603,510.2714963625,569.3540199208,607.3631533111,639.1752498337,645.7011692726,670.7793974177,696.0869198599,710.7587495065,675.8527946232,676.0266266945,785.5100253975,664.7954572649,663.157598162,632.9059961795,581.4774286247,489.050099683,348.3905854067,-1.4125473572,-0.5519951186,-2.3951358333,2.3920535517,0.8639351363,-0.6661321834,-2.1689405705,2.5789111111,1.0798117795,-0.4138549134,-1.9376469196,2.8529361466,1.3509186093,-0.126203801,-1.6075077054,-3.0971774383,1.6882115065,0.1817555422,-1.3370531459,-2.8455088331,1.9128744494,0.3870262521,-1.2329181386,-2.8136051738,1.8611474163,0.2522424579,-1.3684035848,-2.8941035355,0.0,-2.1025203941,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,-1.6504280768,3.0473103659,1.3871740006,-0.2590457305,-2.0125038832,2.6281741518,0.9856623327,-0.4821173809,-2.2834937142,2.5151676837,1.0205632668,-0.4654004556,-1.9447796392,2.8458778814,1.3835262264,-0.0915011657,-1.6618611269,3.1257893716,1.6736849038,0.1425248009,-1.398352059,-2.8190369464,1.9272782687,0.3914272535,-1.1248147243,-2.6194602001,2.2286113863,0.2199142752
14:00:06:891337,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,374.0387680442,467.5521361303,525.8631000555,597.8176979649,630.8502199413,658.0706648985,665.9767263201,667.6301371268,673.6415961029,674.960739599,652.1732898548,613.332699275,597.8503157146,570.5611273124,577.0311949973,572.0419565032,569.1370660922,522.0306504411,500.5457022091,500.5457022091,488.267344802,446.780706835,427.3090216693,363.9299383123,386.2460355784,378.3873676538,400.5246559202,11265.0,37611.3140424527,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,346.9899133981,416.7841167799,410.0987685912,466.7697505195,384.78305576,395.248023398,361.431874632,199.2636444513,618.0129448482,699.4605063905,479.5518741492,537.033518507,634.5549621585,753.7957282978,737.2631823169,619.7967408756,619.8483685548,554.2860272459,697.2431426698,662.5594312965,724.21336635,752.6068030519,682.1744644884,554.0631732934,559.2638017966,487.3817805376,489.7448315194,347.7269043373,-1.4125473572,3.0371355301,0.8111111033,-0.8526818906,-2.5057862742,2.0954476941,0.4378205862,-1.3513130489,-2.9318592944,1.6406230946,-0.0533617564,-1.7387178733,2.870907629,1.1722738811,-0.5169722046,-2.2246956743,2.4056590588,0.7170118198,-0.9679170312,-2.741422763,-2.741422763,0.096408016,-1.7009813497,2.8398246352,0.9987984541,-0.814693809,-2.6933102655,1.9225536696,0.0,-2.0907866789,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,0.5760127704,-1.2103407382,-2.7248538391,1.7757547677,0.2014730092,-1.7488394642,2.5113724462,0.2072377617,-0.7831098379,-2.2274508091,2.151280275,0.2598827085,-1.7997213233,3.0725536159,1.3603661234,-0.1587827157,-2.0286719941,2.5761087654,0.7955398035,-0.7843309279,-2.4569318297,2.2100455346,0.6103656906,-1.0514263487,-2.7949603574,1.7565223963,0.1661557264,-2.0717496571
14:00:07:496652,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,2430.3680791189,766.0939890118,754.3745753934,736.0876306528,721.5906041517,780.932775596,822.4463508339,887.9847971672,733.602753539,655.2198104453,601.1538904474,571.9090836838,537.6513740334,595.8825387608,642.0101245308,613.8810959787,598.8472259266,540.1453508085,496.8400144916,453.131327542,413.0435812357,443.7859844565,547.4486277268,597.0360123142,610.4334525565,560.4542800265,494.4340198651,502.2240535856,18434.9998643884,38439.8493233259,128.0,0.0,6141.0,6823.1888439351,3692.6402478444,11578.166521518,415.419065523,381.2413933455,387.6415870363,453.4412861661,473.6243236997,415.6404696369,390.6776164563,272.6627954085,321.0140183855,354.8816704199,431.1299108158,563.3054233717,597.9908026049,503.6119537898,387.4867739678,335.1492204974,453.5570526406,639.4137940333,774.3209928705,861.9338721735,890.1263955192,809.9691352144,645.9055658531,584.7093294963,654.8014966385,780.7278655204,885.6483500803,1027.818077288,-1.4125473572,-2.1986329206,-2.0030189343,-2.1599292991,-2.4101166528,-2.6275290877,-2.8921905454,2.9992178159,2.847002301,2.5726393967,2.4551608956,2.3116694814,2.1077070695,1.8426414881,1.5146930178,1.2129789451,0.8681471615,0.5000854922,0.359948526,0.1506359083,-0.0145268231,-0.1469957995,-0.7621465406,-1.1461095021,-1.6084833922,-2.2003797047,-2.8460676909,2.7814237088,0.913321343,-2.1272778425,0.0,0.0,1.5707963268,0.4675146671,-0.9835448122,0.7855203083,0.5077999305,0.1660111179,-0.5572320753,-1.2846204296,-1.8444556479,-2.484136724,-3.0826865227,3.0718529952,-3.1322471313,-3.0710882402,2.8425821259,2.2921313312,1.888845153,1.4353580422,0.9949620561,0.9571371027,1.2685690935,1.2045207636,0.8906096942,0.4143369655,0.016852337,-0.4509481261,-0.5058954975,-0.6017588515,-0.645639163,-0.7709064243,-0.9953204717,-1.5308954123
